-0.000000000000000000e+00	-5.041832961459999751e+02
-1.499999999999999944e-02	-5.041784091170000011e+02
-2.999999999999999889e-02	-5.041650388030000158e+02
-4.499999999999999833e-02	-5.041439162369999849e+02
-5.999999999999999778e-02	-5.041159072870000273e+02
-7.499999999999999722e-02	-5.040815306000000078e+02
-8.999999999999999667e-02	-5.040414161200000080e+02
-1.049999999999999961e-01	-5.039962082139999779e+02
-1.199999999999999956e-01	-5.039463926029999925e+02
-1.350000000000000089e-01	-5.038924970529999996e+02
-1.499999999999999944e-01	-5.038349432050000019e+02
-1.650000000000000078e-01	-5.037741152830000146e+02
-1.799999999999999933e-01	-5.037105005070000061e+02
-1.950000000000000067e-01	-5.036443779300000188e+02
-2.099999999999999922e-01	-5.035761279669999908e+02
-2.250000000000000056e-01	-5.035060503509999990e+02
-2.399999999999999911e-01	-5.034343969239999979e+02
-2.550000000000000044e-01	-5.033615075550000029e+02
-2.700000000000000178e-01	-5.032875823859999969e+02
-2.849999999999999756e-01	-5.032128718949999779e+02
-2.999999999999999889e-01	-5.031375086040000042e+02
-3.150000000000000022e-01	-5.030617042160000096e+02
-3.300000000000000155e-01	-5.029856161490000090e+02
-3.449999999999999734e-01	-5.029093777389999786e+02
-3.599999999999999867e-01	-5.028331246359999795e+02
-3.750000000000000000e-01	-5.027570003779999865e+02
-3.900000000000000133e-01	-5.026810789809999847e+02
-4.050000000000000266e-01	-5.026054234389999920e+02
-4.199999999999999845e-01	-5.025302019189999783e+02
-4.349999999999999978e-01	-5.024553693859999726e+02
-4.500000000000000111e-01	-5.023811106040000141e+02
-4.650000000000000244e-01	-5.023073942820000184e+02
-4.799999999999999822e-01	-5.022343042289999744e+02
-4.949999999999999956e-01	-5.021618492910000100e+02
-5.100000000000000089e-01	-5.020900523230000090e+02
-5.250000000000000222e-01	-5.020190243499999951e+02
-5.400000000000000355e-01	-5.019487241450000283e+02
-5.550000000000000488e-01	-5.018792046340000184e+02
-5.699999999999999512e-01	-5.018104848660000243e+02
-5.849999999999999645e-01	-5.017425844329999904e+02
-5.999999999999999778e-01	-5.016755705470000066e+02
-6.149999999999999911e-01	-5.016094174930000236e+02
-6.300000000000000044e-01	-5.015441580610000187e+02
-6.450000000000000178e-01	-5.014798210949999770e+02
-6.600000000000000311e-01	-5.014164275480000015e+02
-6.750000000000000444e-01	-5.013539813649999815e+02
-6.899999999999999467e-01	-5.012924960159999728e+02
-7.049999999999999600e-01	-5.012320068750000246e+02
-7.199999999999999734e-01	-5.011725008820000085e+02
-7.349999999999999867e-01	-5.011140063369999780e+02
-7.500000000000000000e-01	-5.010565357550000272e+02
-7.650000000000000133e-01	-5.010000985269999774e+02
-7.800000000000000266e-01	-5.009447088000000008e+02
-7.950000000000000400e-01	-5.008903643990000205e+02
-8.100000000000000533e-01	-5.008370598800000266e+02
-8.249999999999999556e-01	-5.007848236809999776e+02
-8.399999999999999689e-01	-5.007336265490000073e+02
-8.549999999999999822e-01	-5.006835154220000277e+02
-8.699999999999999956e-01	-5.006344637720000037e+02
-8.850000000000000089e-01	-5.005864369010000132e+02
-9.000000000000000222e-01	-5.005394451519999848e+02
-9.150000000000000355e-01	-5.004934735580000051e+02
-9.300000000000000488e-01	-5.004485470170000099e+02
-9.449999999999999512e-01	-5.004045987260000175e+02
-9.599999999999999645e-01	-5.003616549419999728e+02
-9.749999999999999778e-01	-5.003196975719999955e+02
-9.899999999999999911e-01	-5.002787059330000261e+02
-1.004999999999999893e+00	-5.002386310460000232e+02
-1.020000000000000018e+00	-5.001995048840000209e+02
-1.034999999999999920e+00	-5.001613157460000139e+02
-1.050000000000000044e+00	-5.001240100250000182e+02
-1.064999999999999947e+00	-5.000875960220000138e+02
-1.080000000000000071e+00	-5.000521014909999735e+02
-1.094999999999999973e+00	-5.000174219419999986e+02
-1.110000000000000098e+00	-4.999835866249999867e+02
-1.125000000000000000e+00	-4.999505911879999758e+02
-1.139999999999999902e+00	-4.999183769900000129e+02
-1.155000000000000027e+00	-4.998869932829999811e+02
-1.169999999999999929e+00	-4.998564602039999727e+02
-1.185000000000000053e+00	-4.998266683639999997e+02
-1.199999999999999956e+00	-4.997976212990000136e+02
-1.215000000000000080e+00	-4.997693803710000111e+02
-1.229999999999999982e+00	-4.997418971440000064e+02
-1.245000000000000107e+00	-4.997151669919999790e+02
-1.260000000000000009e+00	-4.996891968549999774e+02
-1.274999999999999911e+00	-4.996639410160000239e+02
-1.290000000000000036e+00	-4.996393842370000016e+02
-1.304999999999999938e+00	-4.996155614859999901e+02
-1.320000000000000062e+00	-4.995924571150000020e+02
-1.334999999999999964e+00	-4.995700893569999721e+02
-1.350000000000000089e+00	-4.995483670520000032e+02
-1.364999999999999991e+00	-4.995272925149999992e+02
-1.379999999999999893e+00	-4.995069446580000090e+02
-1.395000000000000018e+00	-4.994871965390000241e+02
-1.409999999999999920e+00	-4.994681612229999814e+02
-1.425000000000000044e+00	-4.994497170739999774e+02
-1.439999999999999947e+00	-4.994318719839999972e+02
-1.455000000000000071e+00	-4.994146350679999955e+02
-1.469999999999999973e+00	-4.993979946260000133e+02
-1.485000000000000098e+00	-4.993819890249999958e+02
-1.500000000000000000e+00	-4.993664690800000017e+02
-1.514999999999999902e+00	-4.993515103689999819e+02
-1.530000000000000027e+00	-4.993370718720000241e+02
-1.544999999999999929e+00	-4.993231320919999803e+02
-1.560000000000000053e+00	-4.993096604149999962e+02
-1.574999999999999956e+00	-4.992968081380000172e+02
-1.590000000000000080e+00	-4.992842238250000264e+02
-1.604999999999999982e+00	-4.992721723099999735e+02
-1.620000000000000107e+00	-4.992605715529999770e+02
-1.635000000000000009e+00	-4.992493327070000078e+02
-1.649999999999999911e+00	-4.992387203339999928e+02
-1.665000000000000036e+00	-4.992281746979999753e+02
-1.679999999999999938e+00	-4.992181577790000233e+02
-1.695000000000000062e+00	-4.992084171920000131e+02
-1.709999999999999964e+00	-4.991990062699999839e+02
-1.725000000000000089e+00	-4.991901110730000255e+02
